1244780,2746371,Harde
13437796,2746371,"'t Harde"
13437806,2746373,"'t Haantje"
1244783,2746380,Gooi
1244784,2746380,"'t Gooi"
1244785,2746380,"'t Goy"
5463675,2746380,"Gooi en vechtstreek"
1244792,2746387,"De Teuge"
2432134,2746390,Terzool
2432135,2746390,Tersoal
1244793,2746395,Terwolte
4124058,2746395,Terwolde
2432000,2746398,Terwispel
2432001,2746398,Terwispel
4124059,2746398,Terwispel
2432064,2746418,Teroele
2432065,2746418,Teroele
1244801,2746420,Neuzen
1655506,2746420,Terneuzen
1996457,2746420,Terneuzen
2431790,2746424,Ternaard
2431791,2746424,Ternaard
1554468,2746440,Terkaple
1554469,2746440,Terkaple
1244807,2746441,"Ter Idzart"
1244808,2746441,"Ter Idzardt"
1244809,2746441,"Ter Idzerd"
4124066,2746441,"Ter Idzard"
1554466,2746449,Terhorne
1554467,2746449,Terherne
13393905,2746452,Terhole
1244811,2746456,Terheide
1244812,2746456,Terheden
1244813,2746456,Terheiden
1244814,2746457,"Ter Heide"
1244815,2746457,Terheiden
1244816,2746457,Terhei
1244821,2746468,Terborch
1244822,2746476,Ter-Aart
1952224,2746491,"Ten Boer"
1244830,2746510,Teffelen
1244831,2746510,Tefelen
1244836,2746534,Taarloo
1244838,2746543,Zwichem
1244839,2746543,Zwichum
1945847,2746548,Swalmen
2431590,2746557,Surhuizum
2431591,2746557,Surhuzum
2431586,2746558,Surhuisterveen
2431587,2746558,Surhústerfean
4124077,2746558,Surhuisterveen
2431621,2746564,Suawoude
2431622,2746564,Suwâld
2431615,2746565,Suameer
2431616,2746565,Sumar
2431592,2746589,Stroobos
2431593,2746589,Strobos
1244849,2746605,"Strijensche Sas"
1244857,2746631,Stramproij
1244858,2746631,Stamprooi
1244859,2746631,Stamproy
11590118,2746692,Stitswert
1244885,2746751,Steil
1244886,2746751,Steyl
4124109,2746751,Steijl
1244887,2746752,Steggerden
1244891,2746761,Kerkbuurt
8320550,2746766,Stienwyk
2010106,2746804,Steenbergen
1244894,2746816,Staveren
1554464,2746816,Stavoren
1554465,2746816,Starum
1952005,2746839,Staphorst
1952008,2746839,Staphorst
1244902,2746860,Afraai
1932500,2746860,Stadskanaal
1244903,2746871,"Stad aan het Haringvliet"
1244911,2746883,Zoutespui
1244921,2746903,Sprang-Capelle
1927672,2746932,Spijkenisse
13437927,2746935,"Spijk Gn"
1244927,2746964,Spanbeek
9409445,2746964,Spaubeek
7101281,2746976,Spanga
4124139,2746981,Spakenburg
5463484,2746981,Bunschoten-Spakenburg
11478260,2746981,Spakenburch
7101282,2747008,Sonnega
1932438,2747021,Someren
2432026,2747048,Snikzwaag
2432027,2747048,Sniksweach
1554462,2747063,Sneek
1554463,2747063,Snits
1244948,2747064,Snakkeburen
1244953,2747076,Hilde
1244954,2747076,Schilde
1244955,2747082,Klazienaveen-Noord
2431525,2747095,"Smelle Ie"
2431526,2747095,"Smalle Ee"
1244956,2747096,Smallebragge
4124150,2747096,Smallebrugge
1554460,2747131,Sloten
1554461,2747131,Sleat
1931387,2747143,Slochteren
1244967,2747162,"Sliuk Ewijk"
1244968,2747162,"Slijk Ewijki"
1244969,2747162,Slikewijk
7101283,2747163,Slijkenburg
1244972,2747176,Slenken
1244973,2747178,Sleewijk
2919738,2747184,Slappeterp
2919739,2747184,Slappeterp
1244977,2747206,S-Heerjansland
1244978,2747206,Sirsjansland
1244979,2747210,Willebrord
1244980,2747210,Heike
13437819,2747210,"St. Willebrord"
1244981,2747221,"Sint Filipsland"
1244984,2747225,Pankras
1244985,2747225,"Sint Pankras"
1932584,2747227,Sint-Oedenrode
1244986,2747231,"Sint Nikolaasga"
2428816,2747231,"Sint Nyk"
2432062,2747231,"Sint Nicolaasga"
2432063,2747231,"Sint Nikelsgea"
13405605,2747241,Sint-Maartensdijk
1244989,2747257,"Sint Johannisga"
2432055,2747257,"Sint Jânsgea"
2432056,2747257,Sintjohannesga
1244991,2747260,Sint-Janssteen
13437799,2747270,St.-Jacobiparochie
1244994,2747280,Geertruid
1244995,2747280,"Sint Geertruide"
1244996,2747290,Antonis
1244997,2747290,"Sint Antonis"
1932672,2747290,"Sint Anthonis"
1245001,2747297,Annaparochie
2432180,2747297,"Sint Annaparochie"
2432181,2747297,"Sint Anne"
12133261,2747297,"St. Annaparochie"
11995128,2747298,"St, Anna Land"
11995129,2747298,"Anna Land"
13437794,2747298,Sint-Annaland
2030104,2747312,Simpelveld
1245011,2747328,Sibrandahuis
1245012,2747328,Sybrandahuis
2431742,2747328,Sijbrandahuis
2431743,2747328,Sibrandahûs
1245013,2747330,Sybrandaburen
1245014,2747330,Sibrandaburen
1554458,2747330,Sijbrandaburen
1554459,2747330,Sibrandabuorren
1245015,2747338,Sigerswoude
1245016,2747338,Siegerswolde
2431625,2747338,Siegerswoude
2432295,2747338,Sigerswâld
2432296,2747338,Kloosterburen
2432297,2747338,Kleasterbuorren
1245018,2747347,Sibenlo
1245019,2747351,Hertogenbosch
1618121,2747351,"De Bosk"
2428548,2747351,'s-Hertogenbosch
2428549,2747351,"Den Bosch"
13437801,2747352,"'s-Heer Hendrikskinderen"
13437798,2747355,'s-Heerenhoek
13437804,2747356,'s-Heerenbroek
10261745,2747358,"'s-Heer Arendskerke"
13437805,2747359,"'s-Heer Abtskerke"
13437795,2747366,'s-Gravenpolder
1245025,2747371,"'s Gravemoer"
1245027,2747373,"Den Haag"
1245029,2747373,Haag
1594887,2747373,"De Haach"
1935414,2747375,'s-Gravendeel
1245031,2747377,"'s Gravenland"
11537675,2747377,'s-Graveland
11537676,2747377,s-Gravelân
1245033,2747380,Sixbierum
2431855,2747380,Sexbierum
2431856,2747380,Seisbierrum
4124171,2747380,Sexbierum
6113629,2747380,Sixbierum
1932718,2747382,Sevenum
1245035,2747407,Zeerijp
1245036,2747407,Stryp
1245037,2747407,Seerijp
2432405,2747407,Seeryp
12133721,2747407,Striep
1245045,2747499,Schoonerwoerd
1245047,2747504,Schoonloo
2697739,2747506,Sconhouen
1245054,2747515,"Oud Schoonebeek"
1245059,2747545,Schipbork
1245062,2747551,"Schin op Geule"
2919736,2747558,Schingen
2919737,2747558,Skingen
1932251,2747584,Schijndel
1245068,2747591,Oosterburen
1554454,2747591,Schiermonnikoog
1554455,2747591,Skiermûntseach
4124187,2747591,Schiermonnikoog
1922272,2747596,Schiedam
8313796,2747596,Skiedam
1245074,2747602,Schulde
1245075,2747602,Schulder
7319317,2747603,Schettens
9451016,2747607,Skerpenseel
1245081,2747654,Scherwolde
1245082,2747654,Scherwold
1935528,2747661,Scheemda
2299691,2747669,Skarsterbrêge
2432028,2747669,Scharsterbrug
1245092,2747698,Schaalsum
2431865,2747698,Schalsum
2431866,2747698,Skalsum
1245095,2747704,Schalkhaap
1245099,2747713,Schaik
1245100,2747713,Schaaik
1245101,2747713,Schayk
1953779,2747720,Skagen
1953782,2747720,Schagen
11490600,2747749,"Sas fan Gent"
1245111,2747760,Santpoort
1245115,2747762,Sânfirde
1245116,2747762,Sandfird
2432399,2747762,Sânfurd
2432400,2747762,Sandfirden
10929366,2747773,Sambeek
1245123,2747783,Saaksumhuizen
1245124,2747787,Saaxum
1245130,2747808,Rumt
1245131,2747808,Remt
1245132,2747815,Rukfen
1245133,2747815,Rucphen
1245143,2747865,Rosendaal
1245144,2747865,Roosendaal
2432086,2747884,Rottum
2432087,2747884,Rottum
4124221,2747884,Rottum
2431555,2747886,Rottevalle
2431556,2747886,Rottefalle
1601133,2747891,Rotterdam
2432058,2747897,Rotsterhaule
2432059,2747897,Rotsterhaule
1245161,2747898,Gaast
2432060,2747898,Rotstergaast
2432061,2747898,Rotstergaast
1655725,2747930,Roosendaal
2432129,2747938,Roordahuizum
2432130,2747938,Reduzum
2432131,2747938,Roardahuzum
2431726,2747948,Roodkerk
2431727,2747948,Readtsjerk
13437895,2747949,Roodhuis
13437896,2747949,Reahûs
1245181,2747956,Roodeschooi
2431571,2747983,Rohel
2431572,2747983,Reahel
1644628,2748000,Roermond
1245194,2748018,Roderol
11575841,2748026,Roan
1245196,2748029,Rokanje
1245197,2748029,Rokkanje
1245201,2748042,Rittem
2431740,2748051,Rinsumageest
2431741,2748051,Rinsumageast
1245208,2748068,Rilland-Bath
13437962,2748077,"Rijswijk (GLD)"
13437925,2748078,"Rijswijk (NB)"
1245212,2748083,Rijssen
12096100,2748083,Rijssen
1245214,2748099,Riperkerk
2431635,2748099,Rijperkerk
2431636,2748099,Ryptsjerk
11607828,2748104,Rynsburch
1245216,2748106,Rijnxaterwoude
1245223,2748130,Reijen
1245225,2748146,Rietmole
2431881,2748168,Ried
2431882,2748168,Rie
8655371,2748172,Ridderkerk
1245233,2748178,Roon
1245243,2748183,Rhenoij
1245244,2748183,Rhenooi
1245245,2748183,Renooi
1245246,2748185,Renen
13266780,2748185,Rhenen
1245247,2748187,Reezerveen
1245254,2748217,Reuzel
2023212,2748236,Renkum
1245261,2748258,Reimerstok
2431920,2748305,Ravenswoud
2431921,2748305,Ravenswâld
4124274,2748305,Ravenswoud
1245275,2748306,Ravenswaai
1245276,2748306,Ravenswaay
1245277,2748308,Ravestein
1554453,2748314,Raerd
1245280,2748316,Batum
13438028,2748316,"Winterswijk Ratum"
1245282,2748319,Raskwerd
1245286,2748351,Baalde-Radewijk
1554450,2748357,Raard
1554451,2748357,Raard
1245290,2748361,Raamsdonkveer
1954665,2748371,Raalte
1954668,2748371,Raalte
1245295,2748397,Putten
1927482,2748413,Purmerend
11337067,2748413,Purmerein
1245299,2748415,"De Purmer"
4124283,2748415,Purmer
1245324,2748486,Kockengen
1554448,2748488,Poppingawier
1554449,2748488,Poppenwier
1245332,2748535,Poederooien
1245333,2748535,Poederoyen
1245334,2748535,Poederoien
1245346,2748591,Pynakker
1245347,2748591,Pijnacker
2431853,2748598,Pietersbierum
2431854,2748598,Pitersbierrum
1245353,2748625,Filippine
13405604,2748647,"Pernis Rotterdam"
2431861,2748674,Peins
2431862,2748674,Peins
1245387,2748740,Rannereen
1245396,2748770,Pezens
1245397,2748770,Paezens
1245398,2748770,Peasens
2431802,2748770,Peazens
2431803,2748770,Paesens
1245399,2748777,Paaslo
2697791,2748825,Graauwedijk
9543102,2748833,Overloon
9543103,2748833,Overloon
1245421,2748873,Nijega
1245422,2748873,Ousternijega
1245423,2748873,Ooster-Nijega
2432033,2748873,Ousternijegea
2432034,2748873,Ouwster-Nijega
1245424,2748874,Oosterhaule
2432031,2748874,Ouwsterhaule
2432032,2748874,Ousterhaule
1245425,2748883,Zuilen
13437803,2748883,"Oud Zuilen"
7101284,2748886,Oudwoude
1245426,2748891,"Oud Vosmeer"
1245434,2748915,Loosdrecht
2729864,2748915,Oud-Over
4124339,2748915,Oudover
2431639,2748941,Oudkerk
2431640,2748941,Aldtsjerk
2426601,2749007,Aldskoat
1245447,2749016,Ouderkerk-aan-den-IJsel
1245448,2749016,Ouderkerk
3058506,2749016,"Ouderkerk a/d IJssel"
3058507,2749016,"Ouderkerk aan de IJssel"
3058508,2749016,"Ouderkerk aan de Yssel"
3058509,2749016,"Ouderkerk a/d Yssel"
3058510,2749016,"Ouderkerk aan den Yssel"
7487500,2749016,"Ouderkerk aan den IJssel"
1245449,2749017,"Ouder Amstel"
1245450,2749017,Ouderkerk
2187808,2749017,"Ouderkerk Aan Den Amstel"
3058531,2749017,"Ouderkerk a/d Amstel"
3058532,2749017,"Ouderkerk aan de Amstel"
1245453,2749039,Oudemolen
1245455,2749061,Aldemardum
1245456,2749074,"De Leije"
1245457,2749074,"Oude Leie"
1245458,2749074,Leie
1245459,2749074,"Oude Leye"
1245460,2749074,Leije
5580327,2749074,"Alde Leie"
12133260,2749074,"Oude Leije"
1245465,2749109,Oldehorne
1245466,2749109,Aldhoarne
1245471,2749120,Oldehaske
2299690,2749120,Aldehaske
2432039,2749120,Oudehaske
2431519,2749136,Oudega
2431520,2749136,Aldegea
1245483,2749155,"Oude Biltzijl"
2432186,2749155,"Oude Bildtzijl"
2432187,2749155,"Alde Biltsyl"
11458549,2749164,Alddoarp
1245498,2749182,"Oud Beierland"
13437836,2749187,Oud-Annerveen
1245511,2749203,Otterloo
1245515,2749234,Os
1653799,2749234,Oss
2426603,2749251,"It Oranjewâld"
1940807,2749286,Opmar
1940810,2749286,Opmeer
1245525,2749289,Oplo
1245526,2749290,Opitnen
1245528,2749302,Opende-West
2431607,2749302,"De Grinzer Pein"
2431527,2749304,Opeinde
2431528,2749304,"De Pein"
2023651,2749320,Oostzaan
11344476,2749320,Eastsaan
1245537,2749324,Oostwolde
1245546,2749341,Souberg
1245547,2749341,Oostsoeburg
1554446,2749343,Oostrum
1554447,2749343,Eastrum
1245548,2749359,Knollendam
13405606,2749359,Oostknollendam
7101285,2749372,Oosthem
1245550,2749374,Graftdijk
1554444,2749391,Oosterwolde
1554445,2749391,Easterwâlde
13437949,2749392,"Oosterwolde Gld"
1245552,2749394,Oosterwijdwerd
12133253,2749401,Easterwierrum
1245556,2749427,Nijkerk
1554442,2749427,Oosternijkerk
1554443,2749427,Easternijtsjerk
2431626,2749430,Oostermeer
2431627,2749430,Eastermar
2426595,2749434,Easterlittens
1942277,2749450,Oosterhout
1245558,2749473,Aasterein
1245559,2749473,Oostereind
11801854,2749474,Easterein
11801855,2749474,Oosterend
11814821,2749474,Easterein
1245560,2749475,Oostereind
2431879,2749500,Oosterbierum
2431880,2749500,Easterbierrum
1245589,2749569,Ooy
1245590,2749569,Ooi
2015835,2749613,Ommen
2015838,2749613,Ommen
1554440,2749622,Olterterp
1554441,2749622,Olterterp
4124410,2749622,Olterterp
1245600,2749639,Oldetrine
2432072,2749640,Oldeouwer
2432073,2749640,"Alde Ouwer"
4124413,2749640,Oldeouwer
1245601,2749641,Oldenxijl
1946163,2749644,Oldenzaal
1946166,2749644,Oldenzaal
1245604,2749655,Oldelemmer
1245605,2749660,Oldenhove
1245606,2749662,Oldeholtwoude
1245611,2749668,Olderbroek
2432111,2749669,Oldeboorn
2432112,2749669,Aldeboarn
2431931,2749671,Oldeberkoop
2431933,2749671,Aldeberkeap
2431934,2749671,Berkeap
1245613,2749673,Olbergen
1245615,2749680,Oosterwijk
1935186,2749680,Oisterwijk
1245617,2749683,Oorschot
1935154,2749683,Oirschot
1245618,2749685,Oorsbeek
1245620,2749687,Oorlo
1245621,2749687,Oorloo
1245623,2749689,Ooien
1245626,2749692,Ohee
1245627,2749692,"Ohé en Laak"
7101287,2749694,Offingawier
2431643,2749708,Oenkerk
2431644,2749708,Oentsjerk
1245632,2749723,Oestgeest
1956806,2749723,Oegstgeest
1245633,2749726,Oefelt
11262446,2749726,Oeffelt
1950222,2749745,Obdam
1950225,2749745,Obdam
1245636,2749753,Nut
1913848,2749753,Nuth
1245641,2749765,Buitensluis
1245642,2749765,Niemansdorp
1245644,2749780,Nuenen
1554438,2749807,Noordwolde
1554439,2749807,Noardwâlde
1245650,2749812,Noordwijk
2431617,2749992,Noordbergum
2431618,2749992,Noardburgum
1245688,2750003,Noordbeek
1245697,2750053,Nymegen
1245698,2750053,Nimwegen
1245699,2750053,Nijmeyen
1245700,2750053,Nimègue
1611327,2750053,Nymwegen
1611331,2750053,Nijmegen
1245703,2750067,Nijhuixum
4124462,2750067,Nijhuizum
1245706,2750076,Nijetrine
2428815,2750089,Nijemardum
4124464,2750089,Nijemirdum
1245710,2750090,Nijelemmer
1245711,2750091,Nijeholtwoude
1245712,2750094,Nijhaske
1245713,2750094,Nieuwehaske
2432042,2750094,Nijehaske
2432043,2750094,Nijehaske
2431958,2750100,Nijeberkoop
2431959,2750100,Nijeberkeap
1245714,2750103,Beets
1245715,2750103,"Nieuw Beets"
1554436,2750103,"Nij Beets"
1554437,2750103,"Nij Beets"
2432192,2750104,"Nij Altoenae"
2432193,2750104,"Nij Altoenae"
1245716,2750106,Nichtevecht
1245719,2750117,Nieuw-Vosmeer
1245721,2750126,Nieuwstad
1245724,2750134,Nieuw-Schoonebekerveld
1245726,2750155,"Nieuw Naman"
1245732,2750177,"Nieuw-en Sint Joosland"
1245733,2750180,Nieuwkuik
13437800,2750195,"Nieuw Heeten"
1245741,2750246,Nijeschoot
2426602,2750246,Nijskoat
4124475,2750246,Nieuweschoot
1245744,2750250,Langakker
7636047,2750250,"Bad Nieuweschans"
9454125,2750250,Nijeskâns
1245745,2750254,"Ter Aa"
1245746,2750254,Nieuwertera
1245747,2750261,Nieuwerkerk
1245748,2750263,"Nieuwerkerk aan den Yssel"
1245749,2750263,Nieuwerkerk
3058502,2750263,"Nieuwerkerk a/d IJssel"
3058503,2750263,"Nieuwerkerk aan de IJssel"
3058513,2750263,"Nieuwerkerk aan de Yssel"
3058514,2750263,"Nieuwerkerk a/d Yssel"
13437797,2750278,"Nieuwe Niedorp"
1245752,2750285,Nieuwedijk
1245756,2750310,Nijehorne
2426638,2750310,Nijhoarne
4124479,2750310,Nieuwehorne
1245763,2750325,Nieuwegen
1651418,2750325,Nieuwegein
1245771,2750356,Nieuwedorp
1245772,2750371,Nieuw-Beierland
1245773,2750374,Annerveen
1245777,2750396,Nieberd
1245778,2750398,Nibbikswoud
1245779,2750399,Nyawier
1245780,2750399,Nijewier
2431759,2750399,Niawier
2431613,2750417,Nes
2431614,2750417,Nes
1245797,2750453,Andel
1245802,2750460,Nede
1934419,2750467,Nederweert
1245806,2750473,Langbroek
1245807,2750473,Neerlangbroek
1653680,2750521,Naarden
1245828,2750553,Munnikenzijl
4124513,2750553,Munnekezijl
1245832,2750555,Monnikeburen
1245833,2750555,Monnikenburen
1245834,2750555,Munnikeburen
4124514,2750555,Munnekeburen
1245840,2750600,Mortel
2431764,2750603,Morra
2431765,2750603,Moarre
2697672,2750609,Mwórveld
1245847,2750641,Monnikendam
1245848,2750647,Molkwar
4124519,2750647,Molkwerum
1245850,2750706,Moleneind
2431637,2750706,Molenend
2431638,2750706,Mûnein
1934794,2750769,Moerdijk
2431799,2750779,Moddergat
2431800,2750779,Moddergat
12133271,2750784,"Winterswijk Miste"
2432196,2750790,Minnertsga
2432197,2750790,Minnertsgea
1245868,2750795,"Milsbeek bij Gennep"
1245869,2750797,Millingen
8552796,2750802,Mill
2426635,2750805,Mildaam
1245872,2750815,Müdrecht
1245876,2750821,Mierloo
1554434,2750824,Miedum
1554435,2750824,Miedum
1245879,2750835,Midslân
1955308,2750884,Middelharnis
2432321,2750889,Schokland
1903459,2750896,Middelburg
8231981,2750896,Middelburch
1245890,2750913,Meehr
